From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C)
2021-10-25 13:00:00,49.12,67.12,7.21,29.6,36.81,27.77503817202344,12.562969638194955,0.81,59.89,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-25 14:00:00,47.82,63.76,7.1,28.9,36.0,27.77503817202344,12.562969638194955,0.77,59.62,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-25 15:00:00,54.27,80.79,6.95,30.27,37.22,27.77503817202344,12.562969638194955,0.78,56.01,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-25 16:00:00,36.82,77.53,6.63,30.74,37.37,27.77503817202344,12.562969638194955,0.77,50.21,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 08:00:00,56.01,118.05,14.45,61.52,75.98,27.77503817202344,12.562969638194955,1.09,22.61,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 09:00:00,77.53,144.75,10.65,59.08,69.67,27.77503817202344,12.562969638194955,1.07,34.77,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 10:00:00,68.34,114.16,7.82,35.21,43.0,27.77503817202344,12.562969638194955,1.02,51.67,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 11:00:00,61.17,94.86,7.16,25.9,33.03,27.77503817202344,12.562969638194955,0.98,59.11,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 12:00:00,65.45,101.27,6.91,22.89,29.82,27.77503817202344,12.562969638194955,0.93,67.07,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 13:00:00,66.41,112.08,6.96,28.53,35.46,27.77503817202344,12.562969638194955,0.89,72.46,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 14:00:00,52.01,115.22,6.78,22.61,29.39,27.77503817202344,12.562969638194955,0.87,65.73,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 15:00:00,57.74,116.09,6.7,24.55,31.24,27.77503817202344,12.562969638194955,0.85,61.76,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-26 16:00:00,52.71,126.11,6.58,32.67,39.25,27.77503817202344,12.562969638194955,0.83,55.77,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 08:00:00,99.19,162.52,38.87,100.02,138.83,27.77503817202344,12.562969638194955,1.86,21.29,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 09:00:00,130.28,257.49,12.86,83.65,96.52,27.77503817202344,12.562969638194955,1.79,34.37,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 10:00:00,147.07,273.75,14.45,79.74,94.1,27.77503817202344,12.562969638194955,1.64,52.65,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 11:00:00,148.57,235.57,7.28,44.58,51.84,27.77503817202344,12.562969638194955,1.19,67.73,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 12:00:00,146.21,243.25,6.92,33.86,40.79,27.77503817202344,12.562969638194955,1.17,75.6,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 13:00:00,113.88,207.71,6.87,27.79,34.66,27.77503817202344,12.562969638194955,1.12,72.14,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 14:00:00,97.63,204.73,6.94,28.55,35.49,27.77503817202344,12.562969638194955,1.06,73.37,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 15:00:00,81.04,179.18,6.6,29.09,35.68,27.77503817202344,12.562969638194955,1.05,70.52,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-27 16:00:00,72.88,169.47,6.49,35.82,42.31,27.77503817202344,12.562969638194955,1.0,66.83,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 08:00:00,134.3,230.28,34.24,89.11,123.42,27.77503817202344,12.562969638194955,1.49,21.53,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 09:00:00,153.87,261.81,9.08,63.18,72.27,27.77503817202344,12.562969638194955,1.48,43.05,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 10:00:00,163.24,280.48,16.12,66.73,82.83,27.77503817202344,12.562969638194955,1.38,63.15,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 11:00:00,168.46,295.82,7.93,53.96,61.9,27.77503817202344,12.562969638194955,1.27,77.13,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 12:00:00,120.69,217.55,6.99,36.48,43.48,27.77503817202344,12.562969638194955,1.23,79.26,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 13:00:00,117.86,188.28,6.87,34.08,40.95,27.77503817202344,12.562969638194955,1.18,83.59,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 14:00:00,106.75,170.98,7.15,34.13,41.28,27.77503817202344,12.562969638194955,1.14,73.8,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 15:00:00,92.9,156.13,6.63,31.37,38.01,27.77503817202344,12.562969638194955,1.07,73.89,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-28 16:00:00,87.86,162.03,6.46,36.8,43.26,27.77503817202344,12.562969638194955,1.06,65.73,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 08:00:00,137.28,225.73,62.2,112.17,174.4,27.77503817202344,12.562969638194955,1.77,21.84,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 09:00:00,201.92,348.53,20.95,134.96,155.94,27.77503817202344,12.562969638194955,1.81,29.8,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 10:00:00,216.78,385.67,13.78,152.5,166.3,27.77503817202344,12.562969638194955,1.8,48.58,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 11:00:00,189.99,368.2,8.79,90.72,99.48,27.77503817202344,12.562969638194955,1.79,78.99,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 12:00:00,120.8,205.51,7.58,47.16,54.8,27.77503817202344,12.562969638194955,1.68,84.14,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 13:00:00,101.99,156.58,7.02,36.5,43.46,27.77503817202344,12.562969638194955,1.55,86.16,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 14:00:00,96.33,146.77,6.78,37.83,44.6,27.77503817202344,12.562969638194955,1.46,92.42,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 15:00:00,104.07,150.31,6.58,38.67,45.24,27.77503817202344,12.562969638194955,1.37,84.68,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-29 16:00:00,87.63,146.66,6.32,33.91,40.23,27.77503817202344,12.562969638194955,1.32,72.6,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 08:00:00,133.34,236.52,32.05,90.71,122.74,27.77503817202344,12.562969638194955,2.01,22.2,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 09:00:00,162.09,276.12,11.72,83.54,95.27,27.77503817202344,12.562969638194955,1.94,37.97,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 10:00:00,147.66,237.09,8.89,57.54,66.38,27.77503817202344,12.562969638194955,1.83,64.13,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 11:00:00,125.58,211.33,8.04,43.15,51.15,27.77503817202344,12.562969638194955,1.71,72.99,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 12:00:00,98.74,162.78,7.47,31.69,39.16,27.77503817202344,12.562969638194955,1.56,77.2,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 13:00:00,77.16,132.9,7.27,30.67,37.95,27.77503817202344,12.562969638194955,1.41,68.93,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 14:00:00,64.35,103.08,7.05,27.69,34.75,27.77503817202344,12.562969638194955,1.31,67.45,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 15:00:00,53.64,119.76,6.91,33.42,40.32,27.77503817202344,12.562969638194955,1.23,65.37,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-30 16:00:00,53.99,128.51,6.73,50.37,57.09,27.77503817202344,12.562969638194955,1.17,56.52,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-31 08:00:00,116.49,219.61,15.06,71.43,86.51,27.77503817202344,12.562969638194955,1.52,23.78,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-31 09:00:00,134.0,282.15,11.38,77.01,88.39,27.77503817202344,12.562969638194955,1.51,37.29,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-31 10:00:00,144.24,340.42,8.01,57.55,65.56,27.77503817202344,12.562969638194955,1.48,60.98,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-31 11:00:00,136.38,306.45,7.22,41.58,48.8,27.77503817202344,12.562969638194955,1.44,74.69,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-10-31 12:00:00,135.14,269.24,6.93,37.01,43.94,27.77503817202344,12.562969638194955,1.39,82.26,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
